date,value,mom_pct
2020-01-01,3.46402,0.5595215126374711
2020-02-01,3.889275,0.450882578664613
2020-03-01,3.742471,0.334256518002107
2020-04-01,3.4173720000000003,-0.0475918522748853
2020-05-01,2.750857,-0.0476145129035489
2020-06-01,2.632094,-0.0666920731707244
2020-07-01,2.499268,0.0953379731147022
2020-08-01,2.445917,0.133346032955505
2020-09-01,3.088765,0.6373061923333161
2020-10-01,2.947714,0.680529300567096
2020-11-01,2.7329790000000003,-0.131430717236185
2020-12-01,2.971252,0.338409475465297
2021-01-01,3.117805,0.702641933670607
2021-02-01,2.845956,0.186063819890223
2021-03-01,2.884066,0.371436530782803
2021-04-01,3.323493,0.379313535017115
2021-05-01,3.649009,0.267281105990795
2021-06-01,3.803985,0.0827281919293962
2021-07-01,4.54329,0.80822924320354
2021-08-01,4.775041000000001,0.355320699708456
2021-09-01,5.3402650000000005,1.1802088061733895
2021-10-01,6.027037,1.33692238672049
2021-11-01,6.702388000000001,0.504692757216224
2021-12-01,7.166948,0.7752620914456999
2022-01-01,7.703042,1.20639916076578
2022-02-01,7.809452999999999,0.2850479398808049
2022-03-01,9.408826,1.86046511627908
2022-04-01,10.51613,1.3952308472856398
2022-05-01,11.54518,1.20090067550663
2022-06-01,12.49082,0.931190770498565
2022-07-01,13.11953,1.37165251469627
2022-08-01,14.08988,1.21617268041238
2022-09-01,13.728129999999998,0.8593936500358019
2022-10-01,12.81211,0.520710059171593
2022-11-01,13.338029999999998,0.973236009732358
2022-12-01,12.78958,0.287602020987195
2023-01-01,12.3348,0.798325840954889
2023-02-01,11.9466,-0.0615148019992414
2023-03-01,11.0942,1.0848657382472902
2023-04-01,9.907431,0.312071852641176
2023-05-01,8.726823,0.1138174368313269
2023-06-01,7.560417999999999,-0.15158405335757
2023-07-01,6.475515000000001,0.349172612722007
2023-08-01,5.315509,0.113464447806358
2023-09-01,5.120316000000001,0.6724593879864099
2023-10-01,5.031002,0.435304713299312
2023-11-01,4.795958000000001,0.7472724555372899
2023-12-01,3.937374,-0.534045393858485
